Country Name,year,Access to electricity (% of population) (lag 5),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+) (lag 5),"Commercial bank branches (per 100,000 adults) (lag 7)",Domestic credit to private sector (% of GDP) (lag 7),Individuals using the Internet (% of population) (lag 4),Mobile cellular subscriptions (per 100 people) (lag 4),Urban population (% of total population) (lag 5)
El Salvador,1986,,,,,,0.0,44.612
El Salvador,1987,,,,,,0.0,45.127
El Salvador,1988,,,,,,0.0,45.642
El Salvador,1989,,,,,,0.0,46.16
El Salvador,1990,,,,,,0.0,46.677
El Salvador,1991,,,,,,0.0,47.195
El Salvador,1992,,,,,,0.0,47.714
El Salvador,1993,,,,,,0.0,48.234
El Salvador,1994,,,,,0.0,0.0,48.754
El Salvador,1995,,,,,,0.0,49.274
El Salvador,1996,69.60788,,,,,0.0,49.794
El Salvador,1997,75.3321914672852,,,,,0.028982486,50.315
El Salvador,1998,76.2761383056641,,,,,0.085507948,51.417
El Salvador,1999,77.2187194824219,,,,,0.234421373,52.704
El Salvador,2000,76.995504,,,,0.0864,0.401404831,53.988
El Salvador,2001,77.883,,,,0.257,0.68741209,55.268
El Salvador,2002,80.0315170288086,,,,0.425,2.32985669,56.537
El Salvador,2003,81.637983,,,,0.845,8.632305466,57.8
El Salvador,2004,79.129592,,,,1.18,12.48015854,58.357
El Salvador,2005,84.5,,,,1.5,14.32478944,58.912
El Salvador,2006,87.1,,,,1.9,14.78584826,59.464
El Salvador,2007,87.5,,,,2.5,19.07779987,60.014
El Salvador,2008,87.0,,,45.9128728950283,3.2,30.36254883,60.561
El Salvador,2009,87.4,,,45.5604582375641,4.2,39.94412219,61.107
El Salvador,2010,87.5,,,47.4286524146364,5.5,63.82719114,61.648
El Salvador,2011,89.2,,,48.1551897350887,6.11,101.542819,62.187
El Salvador,2012,91.1,,,49.9239191050969,10.1,114.5449835,62.774
El Salvador,2013,91.0,,,50.2764169762417,12.1,124.2162448,63.678
El Salvador,2014,91.1,,,51.5342970603847,15.9,125.9452597,64.57
El Salvador,2015,91.6,,,51.0548677298855,18.9,135.5007081,65.452
El Salvador,2016,92.6,13.76,11.8322047292787,54.5525792579328,20.3,140.3764699,66.325
El Salvador,2017,93.7,,10.799384867038,52.3104277458922,23.1,145.3672715,67.187
El Salvador,2018,95.0,,11.6388878900683,49.9977176790519,24.8,148.0522346,68.036
El Salvador,2019,95.1,36.72,11.2173926022112,49.2960792034564,26.8,149.7999219,68.874
El Salvador,2020,95.4,,11.9103951997888,51.5041857038078,29.0,154.1835626,69.7
El Salvador,2021,96.0,,11.8404613515546,53.2701980017235,33.8,151.2456887,70.501
El Salvador,2022,96.8,30.35,11.6276751214129,54.0918954267897,43.8,150.3024373,71.275
El Salvador,2023,97.0,,13.4457310800621,55.0597980078069,50.5,165.5481968,72.023
Grenada,1975,,,,,,,
Grenada,1976,,,,,,,
Grenada,1977,,,,,,,
Grenada,1978,,,,,,,
Grenada,1979,,,,,,0.0,
Grenada,1980,,,,,,0.0,32.561
Grenada,1981,,,,,,0.0,32.631
Grenada,1982,,,,,,0.0,32.701
Grenada,1983,,,,,,0.0,32.771
Grenada,1984,,,,26.3283673583219,,0.0,32.841
Grenada,1985,,,,25.1758663441574,,0.0,32.912
Grenada,1986,,,,23.3054595878143,,0.0,32.978
Grenada,1987,,,,24.1578004517725,,0.0,33.028
Grenada,1988,,,,24.0523782953934,,0.0,33.078
Grenada,1989,,,,23.2658878582256,,0.0,33.128
Grenada,1990,,,,21.4030650345733,,0.0,33.177
Grenada,1991,,,,20.6812777053951,,0.0,33.227
Grenada,1992,,,,24.2168321848982,,0.0,33.277
Grenada,1993,,,,30.0224064278912,,0.0,33.327
Grenada,1994,,,,32.5117312004983,0.0,0.151443254,33.377
Grenada,1995,,,,33.3305485794548,0.0,0.147356603,33.427
Grenada,1996,,,,37.8215311244767,0.0,0.179136975,33.503
Grenada,1997,,,,36.0575338369665,0.0,0.276002466,33.744
Grenada,1998,,,,35.4070943984352,0.0,0.339232752,33.985
Grenada,1999,,,,37.6173287612672,0.0,0.384393619,34.227
Grenada,2000,,,,49.4494334620174,0.298,0.543654503,34.47
Grenada,2001,,,,47.2317273407588,0.991,0.924697768,34.714
Grenada,2002,,,,47.3321991137674,1.48,1.327683616,34.959
Grenada,2003,85.04,,,49.993292356648,2.47,1.883471879,35.204
Grenada,2004,85.5294647216797,,,55.5239298806533,4.06,4.002531834,35.45
Grenada,2005,86.0,,,56.8697086739477,5.13,5.942410317,35.698
Grenada,2006,86.3,,,59.002157096531,14.8,6.978592085,35.919
Grenada,2007,86.6,,,62.5581236017041,18.6,38.89369137,35.913
Grenada,2008,86.9,,,63.0805181869931,19.6,39.54947222,35.907
Grenada,2009,87.2,,,61.4322462863877,20.5,42.50004535,35.901
Grenada,2010,87.5,,,58.4647454422207,21.4,41.61981475,35.895
Grenada,2011,87.9,,34.7124013267851,61.6179867190086,22.3,45.98881181,35.889
Grenada,2012,88.2,,31.4805953610195,57.9510649627263,23.2,53.36332438,35.883
Grenada,2013,90.0,,30.8893666444263,64.8766668373539,24.1,101.0366446,35.877
Grenada,2014,89.0,,30.3685527562499,68.7935247685599,27.0,106.9335929,35.871
Grenada,2015,89.4,,29.9082415150319,70.0770486884809,30.0,105.1662925,35.865
Grenada,2016,88.8,,29.4988731430459,79.377116503493,32.0,112.0781282,35.859
Grenada,2017,90.2,,29.1293810589113,83.9799398580034,35.0,113.7286759,35.869
Grenada,2018,90.6,,29.9532268841732,84.8760208716829,51.6,99.30407215,35.896
Grenada,2019,91.0,,30.7744913660455,82.8048136761002,52.5,100.6614557,35.938
Grenada,2020,91.4,,30.4503264951674,74.2566602346301,53.3,99.17226548,35.997
Grenada,2021,91.8,,30.1406563965171,65.2063355329454,54.2,93.59659279,36.072
Grenada,2022,92.2,,29.8451369007483,57.3214285714286,61.4,97.44168486,36.164
Grenada,2023,92.3,,21.92333410065,53.7227840903144,64.3,94.670969,36.272
Guatemala,1975,,,,,,,
Guatemala,1976,,,,,,,
Guatemala,1977,,,,,,,
Guatemala,1978,,,,,,,
Guatemala,1979,,,,,,0.0,
Guatemala,1980,,,,,,0.0,37.125
Guatemala,1981,,,,,,0.0,37.443
Guatemala,1982,,,,,,0.0,37.762
Guatemala,1983,,,,,,0.0,38.081
Guatemala,1984,,,,,,0.0,38.402
Guatemala,1985,,,,,,0.0,38.724
Guatemala,1986,,,,,,0.0,39.047
Guatemala,1987,,,,,,0.0,39.37
Guatemala,1988,,,,,,0.0,39.695
Guatemala,1989,,,,,,0.0,40.021
Guatemala,1990,,,,,,0.0,40.347
Guatemala,1991,,,,,,0.0,40.674
Guatemala,1992,,,,,,0.0,41.002
Guatemala,1993,,,,,,0.0,41.332
Guatemala,1994,,,,,0.0,0.003225174,41.661
Guatemala,1995,,,,,,0.01308744,41.992
Guatemala,1996,,,,,,0.022356507,42.323
Guatemala,1997,,,,,,0.030411311,42.655
Guatemala,1998,,,,,,0.103636274,42.987
Guatemala,1999,,,,,0.003,0.289479296,43.32
Guatemala,2000,60.8,,,,0.0195,0.408387918,43.654
Guatemala,2001,67.6799392700195,,,,0.0955,0.588645184,43.989
Guatemala,2002,68.9040756225586,,,,0.467,0.996465318,44.323
Guatemala,2003,70.1241302490234,,,,0.593,2.946742985,44.659
Guatemala,2004,70.9,,,,0.712,7.300943584,44.995
Guatemala,2005,73.3,,,,1.74,9.546360896,45.332
Guatemala,2006,73.7,,,,3.39,12.83241236,45.668
Guatemala,2007,78.7,,,,4.55,16.18690866,46.005
Guatemala,2008,78.5,,,22.7667131917867,5.1,24.65101557,46.318
Guatemala,2009,77.2,,,21.5615722204279,5.7,34.34196966,46.616
Guatemala,2010,78.3,,,26.6544081298562,6.5,53.52317101,46.913
Guatemala,2011,83.7,,17.9984174512218,26.6308452510316,7.3,86.86504525,47.21
Guatemala,2012,80.7,,17.790034314852,25.7664440515198,8.3,106.9329547,47.508
Guatemala,2013,81.9,,17.463711851334,28.8284931279669,9.3,121.3756936,47.807
Guatemala,2014,83.1,,27.8704390508963,28.6410259515017,10.5,124.2372253,48.104
Guatemala,2015,84.3,,30.6525970799535,27.7613592965688,12.3,131.3187407,48.403
Guatemala,2016,84.0,22.32,33.2150328918788,25.7563600648175,16.0,137.4052058,48.701
Guatemala,2017,86.8,,34.0762398612829,24.2180601037473,19.7,140.8080978,49.0
Guatemala,2018,88.1,,34.9704854697913,23.9639376614018,23.4,107.624353,49.311
Guatemala,2019,85.5,41.35,35.6163977851849,32.1720830379679,28.8,113.250852,49.634
Guatemala,2020,90.5,,35.990768304342,33.1309422206307,34.5,112.1141459,49.971
Guatemala,2021,91.8,,35.8583946421737,33.4961520638742,37.9,120.555015,50.319
Guatemala,2022,93.3,44.11,35.8619892999657,35.2622063576515,41.5,121.4676927,50.68
Guatemala,2023,94.2,,34.9155843620575,35.7028493109234,44.4,122.0257077,51.054
Guyana,1975,,,,,,,
Guyana,1976,,,,,,,
Guyana,1977,,,,,,,
Guyana,1978,,,,,,,
Guyana,1979,,,,,,0.0,
Guyana,1980,,,,,,0.0,29.967
Guyana,1981,,,,,,0.0,30.076
Guyana,1982,,,,,,0.0,30.186
Guyana,1983,,,,,,0.0,30.295
Guyana,1984,,,,,,0.0,30.405
Guyana,1985,,,,,,0.0,30.488
Guyana,1986,,,,,,0.0,30.396
Guyana,1987,,,,17.9415782493369,,0.0,30.305
Guyana,1988,,,,21.8183482666467,,0.0,30.215
Guyana,1989,,,,29.386652835408,,0.0,30.124
Guyana,1990,,,,33.666485013624,,0.0,30.033
Guyana,1991,,,,34.7803346494086,,0.0,29.943
Guyana,1992,,,,33.5943076923077,,0.0,29.853
Guyana,1993,,,,38.0425363153243,,0.0,29.763
Guyana,1994,,,,34.2493227554152,0.0,0.0,29.673
Guyana,1995,,,,45.3588459487396,,0.0,29.583
Guyana,1996,,,,28.2984817985565,,0.112886209,29.493
Guyana,1997,,,,29.6097936652331,,0.13771616,29.404
Guyana,1998,72.376631,,,18.7304932505261,,0.166901031,29.315
Guyana,1999,70.713981628418,,,21.4720995420893,,0.16536094,29.226
Guyana,2000,71.3519821166992,,,20.8984828496042,0.0659,0.159242008,29.137
Guyana,2001,71.9872665405273,,,21.8524608064066,0.132,0.185378656,29.048
Guyana,2002,72.6191558837891,,,28.007134836745,0.264,0.192151141,28.959
Guyana,2003,73.246955871582,,,42.0479779750932,0.4,0.371365173,28.871
Guyana,2004,73.8699188232422,,,48.2401143440241,0.6,5.247341746,28.782
Guyana,2005,74.6,,,56.0694917643882,1.0,9.913004567,28.694
Guyana,2006,75.1,,,57.0751594333098,1.5,10.44291644,28.606
Guyana,2007,75.7,,,57.1228498035524,2.4,18.1385607,28.518
Guyana,2008,76.2,,,60.7208595242414,3.7,22.57372203,28.307
Guyana,2009,76.8,,,62.1191015534008,5.7,37.03628626,28.064
Guyana,2010,77.5,,,57.5479803998431,8.9,52.74491111,27.822
Guyana,2011,73.4,,5.9570394746302,53.2010488620779,13.8,71.21732245,27.582
Guyana,2012,78.5,,5.92194468495254,57.122427428263,18.2,59.37399722,27.343
Guyana,2013,79.1,,6.08452623850532,22.6581605785108,23.9,65.0286586,27.105
Guyana,2014,77.6,,6.24058878948682,22.3572794646428,29.9,74.9261965,26.869
Guyana,2015,83.3,,6.39685274844776,21.8393974995755,30.0,71.04752563,26.634
Guyana,2016,84.2,,6.5549543536815,23.3480398713209,30.5,73.53118288,26.4
Guyana,2017,85.1,,6.71566468291199,24.51380230878,31.0,74.26012148,26.4
Guyana,2018,86.0,,7.47025658365508,26.4371988905893,32.0,75.47512698,26.4
Guyana,2019,86.9,,7.79626792654356,28.7678132325111,34.0,71.86433405,26.414
Guyana,2020,88.0,,8.29000360518761,31.9733407856098,35.7,77.02134274,26.441
Guyana,2021,89.0,,8.59873159154879,36.6598740543025,42.7,84.27229801,26.482
Guyana,2022,90.0,,8.71401915189861,36.502241062669,48.6,,26.538
Guyana,2023,90.9,,8.64252271480427,34.9527284059029,55.3,97.40182509,26.606
Haiti,1975,,,,,,,
Haiti,1976,,,,,,,
Haiti,1977,,,,,,,
Haiti,1978,,,,,,,
Haiti,1979,,,,,,0.0,
Haiti,1980,,,,,,0.0,20.404
Haiti,1981,,,,,,0.0,20.431
Haiti,1982,,,,15.0162899911946,,0.0,20.459
Haiti,1983,,,,14.4766780432309,,0.0,20.486
Haiti,1984,,,,16.1466525871172,,0.0,20.513
Haiti,1985,,,,20.8087661671115,,0.0,20.541
Haiti,1986,,,,19.2696650009254,,0.0,20.568
Haiti,1987,,,,16.5373753432577,,0.0,20.595
Haiti,1988,,,,17.6675003379749,,0.0,21.36
Haiti,1989,,,,17.6566408899742,,0.0,22.297
Haiti,1990,,,,14.8108031534861,,0.0,23.261
Haiti,1991,,,,14.3667657746944,,0.0,24.255
Haiti,1992,,,,13.6069772071265,,0.0,25.277
Haiti,1993,,,,11.560198446937,,0.0,26.329
Haiti,1994,,,,12.6529894490035,0.0,0.0,27.405
Haiti,1995,,,,11.7960533554344,,0.0,28.51
Haiti,1996,,,,13.3503527719277,,0.0,29.641
Haiti,1997,,,,11.6306942586576,,0.0,30.8
Haiti,1998,,,,10.3014880787741,,0.0,31.39
Haiti,1999,,,,10.1478546579049,,0.0,31.987
Haiti,2000,31.3,,,10.8639150332441,0.00748,0.0,32.59
Haiti,2001,30.0130176544189,,,10.1792922181545,,0.0,33.2
Haiti,2002,30.5570373535156,,,12.4541321384602,0.024,0.124055688,33.792
Haiti,2003,31.0969753265381,,,12.7900707440993,0.0707,0.304545982,34.389
Haiti,2004,31.6320724487305,,,15.6887662481946,0.231,0.65787711,34.992
Haiti,2005,33.7,,,14.13565725352,0.341,1.074987359,35.6
Haiti,2006,31.5,,,14.4624281629942,0.893,1.616339623,37.251
Haiti,2007,33.1,,,9.01797134417478,1.65,3.63131075,38.935
Haiti,2008,31.6,,,8.34335061835139,5.4,4.463543451,40.645
Haiti,2009,34.1,,,9.82698046540635,6.38,5.489524687,41.679
Haiti,2010,34.5,,,9.67396425603749,6.8,12.95016947,42.638
Haiti,2011,33.9,,3.18473228546645,8.28137380723943,7.2,26.53695122,43.604
Haiti,2012,35.5,,3.16593677166965,8.86270292207163,7.6,33.41949994,44.574
Haiti,2013,36.1,,3.09590654077335,8.47020352088079,8.1,37.48983366,45.551
Haiti,2014,36.6,,2.96100341676241,8.06216511098069,8.37,40.63851231,46.528
Haiti,2015,37.2,,2.91361909516818,8.68209202650165,9.0,42.19277033,47.509
Haiti,2016,37.8,22.01,2.89983720636128,8.21108523727505,9.8,60.29503373,48.492
Haiti,2017,37.9,,2.47596656530449,7.79703967463653,10.6,69.77932224,49.477
Haiti,2018,38.9,,2.6256809201498,8.51878003547407,11.4,65.00990133,50.46
Haiti,2019,39.6,18.86,2.72340961200188,10.814964045335,14.2,69.10420223,51.444
Haiti,2020,40.8,,2.71300740280392,10.7615276089025,22.8,60.7065734,52.427
Haiti,2021,40.4,,2.70274118986292,11.4152315549394,27.2,58.04608514,53.396
Haiti,2022,43.3,32.62,2.69269625374716,10.7679267730686,32.5,59.95845963,54.346
Haiti,2023,44.4,,2.62786153853465,10.4552757071217,39.3,61.31820274,55.278
Honduras,1975,,,,,,,
Honduras,1976,,,,,,,
Honduras,1977,,,,,,,
Honduras,1978,,,,,,,
Honduras,1979,,,,,,0.0,
Honduras,1980,,,,,,0.0,32.11
Honduras,1981,,,,,,0.0,32.653
Honduras,1982,,,,,,0.0,33.2
Honduras,1983,,,,,,0.0,33.752
Honduras,1984,,,,,,0.0,34.309
Honduras,1985,,,,,,0.0,34.87
Honduras,1986,,,,,,0.0,35.435
Honduras,1987,,,,,,0.0,36.004
Honduras,1988,,,,,,0.0,36.577
Honduras,1989,,,,,,0.0,37.155
Honduras,1990,,,,,,0.0,37.735
Honduras,1991,,,,,,0.0,38.319
Honduras,1992,,,,,,0.0,38.907
Honduras,1993,,,,,,0.0,39.481
Honduras,1994,,,,,0.0,0.0,39.969
Honduras,1995,,,,,,0.0,40.46
Honduras,1996,54.781937,,,,,0.0,40.953
Honduras,1997,58.913112,,,,,0.0,41.448
Honduras,1998,61.100156,,,,,0.0,41.943
Honduras,1999,64.733947,,,,0.0368,0.0,42.441
Honduras,2000,66.122022,,,,0.0437,0.038667793,42.941
Honduras,2001,61.68112,,,,0.171,0.234810173,43.442
Honduras,2002,64.794754,,,,0.301,0.553155193,43.944
Honduras,2003,66.859519,,,,0.574,1.213271137,44.447
Honduras,2004,67.394103,,,,1.2,2.332543405,44.952
Honduras,2005,67.4,,,,1.42,3.475194439,45.458
Honduras,2006,64.2,,,,2.6,4.651172067,45.964
Honduras,2007,63.1,,,,4.8,5.267541253,46.61
Honduras,2008,65.1,,,36.6835662057379,5.6,9.578248846,47.267
Honduras,2009,67.1,,,36.0320656003149,6.5,16.94021888,47.927
Honduras,2010,68.9,,,37.1910463818441,7.8,28.93089914,48.585
Honduras,2011,71.3,,15.0727345737465,37.8143681852083,9.4,52.80906136,49.245
Honduras,2012,73.5,,15.8148231223406,38.8417580655353,9.6,76.65862687,49.905
Honduras,2013,76.4,,17.725197338374,44.7293531580234,9.8,101.3706519,50.566
Honduras,2014,78.3,,21.0882101037164,52.270420067944,11.1,112.473642,51.225
Honduras,2015,81.0,,22.3658137121851,51.291832674053,15.9,93.50217756,51.885
Honduras,2016,82.2,20.51,21.4529589507916,50.3382201748979,18.1,83.82310291,52.543
Honduras,2017,83.6,,18.8184590283599,47.4622470777193,17.8,86.68153462,53.202
Honduras,2018,87.2,,19.0780302486221,47.3092310306697,23.0,84.63214651,53.858
Honduras,2019,88.7,31.49,20.9216308938343,51.2756482307446,27.1,86.59296148,54.514
Honduras,2020,90.0,,21.2248912484432,54.7226868179144,29.5,82.79219153,55.165
Honduras,2021,91.6,,21.0599785157917,55.0869372049161,31.7,85.52647898,55.813
Honduras,2022,86.5,45.34,19.0653186647017,54.5936002238152,36.0,77.49076112,56.457
Honduras,2023,91.6,,19.2639333709499,57.8354023642267,39.4,75.91082245,57.096
Jamaica,1975,,,,,,,
Jamaica,1976,,,,,,,
Jamaica,1977,,,,,,,
Jamaica,1978,,,,,,,
Jamaica,1979,,,,,,0.0,
Jamaica,1980,,,,,,0.0,44.013
Jamaica,1981,,,,,,0.0,44.557
Jamaica,1982,,,,28.9270507970716,,0.0,45.1
Jamaica,1983,,,,27.5181363120507,,0.0,45.645
Jamaica,1984,,,,22.2172095663003,,0.0,46.191
Jamaica,1985,,,,20.6362438958569,,0.0,46.739
Jamaica,1986,,,,20.9950697478795,,0.0,47.286
Jamaica,1987,,,,21.896503320693,,0.0,47.813
Jamaica,1988,,,,25.5619476530555,,0.0,48.016
Jamaica,1989,,,,31.5127224177968,,0.0,48.22
Jamaica,1990,,,,33.748712552927,,0.0,48.424
Jamaica,1991,,,,29.1155746992696,,0.0,48.628
Jamaica,1992,,,,25.3734005337056,,0.0,48.832
Jamaica,1993,,,,24.2076681931732,,0.0,49.036
Jamaica,1994,,,,28.0697206042839,0.0,0.0,49.24
Jamaica,1995,70.334586,,,31.755044481275,,0.101456672,49.444
Jamaica,1996,77.2288665771484,,,35.6193220485401,,0.313319702,49.656
Jamaica,1997,78.0329208374023,,,31.5584641107562,,0.618975853,49.896
Jamaica,1998,78.836296081543,,,28.8834407116503,0.0368,1.050889186,50.136
Jamaica,1999,79.638313293457,,,23.1853587868682,0.109,1.798776746,50.375
Jamaica,2000,80.4382934570313,,,20.8580038608332,0.591,2.157216212,50.615
Jamaica,2001,85.706045,,,19.5796982311824,0.798,2.583021064,50.855
Jamaica,2002,82.0294036865234,,,21.3340353366674,1.98,3.051502251,51.095
Jamaica,2003,82.8191757202148,,,19.9013557629947,2.36,5.561363032,51.335
Jamaica,2004,84.554112,,,18.4648845490402,3.12,14.04759581,51.574
Jamaica,2005,84.4,,,23.3673847657953,3.86,22.7708106,51.814
Jamaica,2006,87.7,,,23.8585266670894,6.1,47.18957003,52.053
Jamaica,2007,86.7,,,25.5643601342327,7.8,59.4622386,52.251
Jamaica,2008,86.5,,,12.9520593583229,10.0,68.97655577,52.437
Jamaica,2009,87.2,,,14.7238341957901,12.8,74.02186813,52.625
Jamaica,2010,88.0,,,18.3521623110687,16.4,84.57016872,52.811
Jamaica,2011,88.7,,7.16114363463845,20.0058261236853,21.1,99.37472721,52.998
Jamaica,2012,89.4,,6.90544888094257,20.9780756444602,23.6,100.4407361,53.184
Jamaica,2013,92.0,,6.86776177530585,23.4390781501805,24.3,108.582825,53.371
Jamaica,2014,91.0,,6.82503171555769,27.3066857340295,27.7,116.3904918,53.557
Jamaica,2015,92.2,,6.98450620825024,30.1913240242059,37.4,107.2546492,53.743
Jamaica,2016,91.1,70.99,6.62901118430574,28.6034758668077,33.8,98.37384145,53.93
Jamaica,2017,93.1,,6.27969773721558,26.40566482272,37.1,102.6348215,54.132
Jamaica,2018,93.9,,6.13844903491304,26.795738299769,40.4,107.934767,54.35
Jamaica,2019,93.3,78.46,6.05102417214728,28.9883287447322,42.2,112.2660894,54.584
Jamaica,2020,94.9,,5.72754088032303,29.7697687864501,44.4,116.5786502,54.833
Jamaica,2021,96.6,,5.1836569663166,29.3229510546383,55.1,110.0715146,55.098
Jamaica,2022,97.4,,5.27030115340308,30.0294657936454,68.2,105.44623,55.378
Jamaica,2023,98.2,,5.22571142511625,32.0180541461406,70.8,107.4668426,55.674
Mexico,1975,,,,,,,
Mexico,1976,,,,,,,
Mexico,1977,,,,,,,
Mexico,1978,,,,,,,
Mexico,1979,,,,,,0.0,
Mexico,1980,,,,,,0.0,62.759
Mexico,1981,,,,,,0.0,63.491
Mexico,1982,,,,,,0.0,64.215
Mexico,1983,,,,,,0.0,64.934
Mexico,1984,,,,,,0.0,65.646
Mexico,1985,,,,,,0.0,66.339
Mexico,1986,,,,,,0.0,66.87
Mexico,1987,,,,,,0.0,67.396
Mexico,1988,,,,,,0.0,67.919
Mexico,1989,,,,,,0.0,68.437
Mexico,1990,,,,,,0.0,68.95
Mexico,1991,,,,,,0.0,69.459
Mexico,1992,,,,,,0.001901333,69.963
Mexico,1993,,,,,,0.010594046,70.462
Mexico,1994,,,,,0.0,0.078225239,70.956
Mexico,1995,,,,,0.00588,0.193035298,71.419
Mexico,1996,,,,,0.0173,0.367849584,71.816
Mexico,1997,93.145981,,,,0.0283,0.445630607,72.209
Mexico,1998,95.4484634399414,,,,0.0433,0.644573077,72.598
Mexico,1999,95.238294,,,,0.103,0.765273175,72.985
Mexico,2000,95.8944625854492,,,,0.2,1.115775127,73.368
Mexico,2001,96.093624,,,,0.627,1.868165056,73.67
Mexico,2002,96.3295822143555,,,,1.27,3.534421225,73.929
Mexico,2003,96.092755,,,,1.86,8.02579566,74.186
Mexico,2004,96.7482986450195,,,20.3129090763085,5.08,14.38375898,74.441
Mexico,2005,98.0,,,17.9317776437342,7.04,21.89015027,74.722
Mexico,2006,97.1,,,15.5385350011939,11.9,25.69264365,75.045
Mexico,2007,97.9,,,14.3477809538876,12.9,29.3838657,75.365
Mexico,2008,97.4,,,12.240977231732,14.1,36.99151884,75.682
Mexico,2009,98.6,,,14.1782625347913,17.2,44.69619916,75.997
Mexico,2010,98.9,,,14.6412754628782,19.5,51.82629303,76.308
Mexico,2011,99.1,,11.1570229308629,14.1054932641584,20.8,61.45672658,76.616
Mexico,2012,97.9,,11.1948442315992,15.3135908131833,21.7,68.65461989,76.92
Mexico,2013,98.9,,11.5524409995789,18.3518916727969,26.3,74.91580596,77.222
Mexico,2014,98.3,,12.745846124186,20.4394698049344,31.1,81.2063834,77.52
Mexico,2015,99.2,,14.1722031292067,19.7553753221619,37.2,82.85839199,77.815
Mexico,2016,99.0,27.43,13.9206230360155,21.6119225648182,39.8,87.0169211,78.111
Mexico,2017,99.1,,14.362238415439,22.3237750257634,43.5,91.01095461,78.405
Mexico,2018,99.1,,14.6884896365235,23.5848328387345,44.4,88.37316756,78.699
Mexico,2019,99.2,39.14,15.1544084982621,24.9270563810171,57.4,89.62827659,78.993
Mexico,2020,99.0,,15.0730387027575,27.859059328804,59.5,91.94482417,79.285
Mexico,2021,99.5,,14.9443656169499,28.1836821076474,53.0,93.07232465,79.577
Mexico,2022,100.0,36.93,14.1165081939731,30.8304978674097,56.7,96.89668563,79.867
Mexico,2023,99.5,,14.1936498746495,32.9508423866166,69.6,97.561569,80.156
Nicaragua,1975,,,,,,,
Nicaragua,1976,,,,,,,
Nicaragua,1977,,,,,,,
Nicaragua,1978,,,,,,,
Nicaragua,1979,,,,,,0.0,
Nicaragua,1980,,,,,,0.0,48.898
Nicaragua,1981,,,,,,0.0,49.177
Nicaragua,1982,,,,,,0.0,49.456
Nicaragua,1983,,,,,,0.0,49.734
Nicaragua,1984,,,,,,0.0,50.013
Nicaragua,1985,,,,,,0.0,50.292
Nicaragua,1986,,,,,,0.0,50.57
Nicaragua,1987,,,,,,0.0,50.849
Nicaragua,1988,,,,,,0.0,51.127
Nicaragua,1989,,,,,,0.0,51.406
Nicaragua,1990,,,,,,0.0,51.684
Nicaragua,1991,,,,,,0.0,51.963
Nicaragua,1992,,,,,,0.0,52.241
Nicaragua,1993,,,,,,0.0,52.519
Nicaragua,1994,,,,,0.0,0.0,52.797
Nicaragua,1995,,,,,,0.0,53.075
Nicaragua,1996,,,,,,0.0,53.352
Nicaragua,1997,,,,,,0.007157551,53.63
Nicaragua,1998,72.064174,,,,0.0132,0.047197347,53.907
Nicaragua,1999,69.2538299560547,,,,0.03,0.093182257,54.183
Nicaragua,2000,69.8499069213867,,,,0.0841,0.105976404,54.437
Nicaragua,2001,70.4432601928711,,,,0.206,0.154412963,54.587
Nicaragua,2002,71.0332107543945,,,,0.304,0.368073346,54.737
Nicaragua,2003,69.047103,,,,0.498,0.875842941,54.886
Nicaragua,2004,72.2001266479492,,,,0.98,1.762445586,55.036
Nicaragua,2005,73.0,,,,1.45,3.168043069,55.185
Nicaragua,2006,72.2,,,,1.71,4.511270761,55.335
Nicaragua,2007,74.1,,,,1.88,8.767622846,55.484
Nicaragua,2008,74.6,,,13.7178365947142,2.32,13.71320868,55.633
Nicaragua,2009,75.2,,,15.1303966197719,2.57,20.52144966,55.782
Nicaragua,2010,73.8,,,17.6800014490544,2.81,33.09732772,55.935
Nicaragua,2011,76.3,,4.94490477012486,19.6395041737259,3.9,44.62419926,56.132
Nicaragua,2012,76.9,,6.30130803431429,22.6195637092088,5.3,54.64384473,56.328
Nicaragua,2013,77.5,,7.01520696435387,26.4616655344019,7.3,57.95828815,56.525
Nicaragua,2014,77.9,,7.46658702307175,32.9624753605887,10.0,67.66439527,56.721
Nicaragua,2015,80.1,,8.24672902504548,31.3903649646792,10.6,81.16938965,56.917
Nicaragua,2016,81.2,14.22,8.15996736013056,28.4640339164049,13.5,97.03373143,57.113
Nicaragua,2017,81.3,,6.82468326436583,26.7903691296877,15.5,111.2683166,57.309
Nicaragua,2018,81.9,,7.17849323427013,26.2021703423694,17.6,113.8384416,57.505
Nicaragua,2019,81.9,19.44,7.06991574104293,28.7257857991573,19.7,115.3296496,57.7
Nicaragua,2020,83.2,,7.40692913347457,31.8720432422989,24.6,121.2275335,57.895
Nicaragua,2021,83.9,,7.58856246138603,33.8611180253853,30.4,126.2222916,58.09
Nicaragua,2022,84.6,30.86,8.09147198608454,36.8512472678911,33.9,113.2267851,58.299
Nicaragua,2023,85.2,,11.051656865773,38.5800094922498,37.8,86.86221512,58.522
Panama,1975,,,,,,,
Panama,1976,,,,,,,
Panama,1977,,,,,,,
Panama,1978,,,,,,,
Panama,1979,,,,,,0.0,
Panama,1980,,,,,,0.0,49.038
Panama,1981,,,,,,0.0,49.319
Panama,1982,,,,,,0.0,49.598
Panama,1983,,,,,,0.0,49.879
Panama,1984,,,,,,0.0,50.159
